f528|Medical Questions - Spouse|Are there any aspects of your job that exacerbate or trigger any symptoms or conditions (like allergens, stress, manual work, standing or sitting for long periods or exposure to cold environments)?|""
f529|Medical Questions - Spouse|Details|""
f530|Medical Questions - Spouse|Have you ever experienced any difficulty or inability to perform your usual daily activities, (including all aspects of your occupation), or did you have to adjust your duties or activities, as a result of any medical or surgical condition?|""
f531|Medical Questions - Spouse|Details|""
f532|Medical Questions - Spouse|Are there any other circumstances not disclosed on this form, which may affect the risk of insurance on your life?|""
f533|Medical Questions - Spouse|Details|""
f534|Medical Questions - Spouse|Doctor|""
f535|Medical Questions - Spouse|Date of last symptoms|""
f536|Medical Questions - Spouse|Are you adopted or do you have limited information available regarding your family history? If Yes please provide more information.|""
f537|Medical Questions - Spouse|Details|""
f538|Medical Questions - Spouse|siblings) passed away before the age of 50 from natural causes (any disease or illness)? If Yes please give a full description for each applicable family member, including age of death, cause of death, and all other medical conditions that this family member had.|""
f539|Medical Questions - Spouse|Family Member 1: Family member, eg. Father|""
f540|Medical Questions - Spouse|Family Member 1:  Age at death|""
f541|Medical Questions - Spouse|Family Member 1: Cause of death and any other health problems before death|""
f542|Medical Questions - Spouse|Family Member 2: Family member, eg. Father|""
f543|Medical Questions - Spouse|Family Member 2:  Age at death|""
f544|Medical Questions - Spouse|Family Member 2: Cause of death and any other health problems before death|""
f545|Medical Questions - Spouse|Family Member 2: Family member, eg. Father|""
f546|Medical Questions - Spouse|Family Member 3:  Age at death|""
f547|Medical Questions - Spouse|Family Member 3: Cause of death and any other health problems before death|""
f548|Medical Questions - Spouse|Have any members of your direct family (mother, father, siblings), whether alive or deceased, been diagnosed or treated for breast cancer, colon cancer or any other familial cancer?|""
f549|Medical Questions - Spouse|Diagnosis|""
f550|Medical Questions - Spouse|Age at diagnosis|""
f551|Medical Questions - Spouse|Have any members of your direct family (mother, father, siblings), whether alive or deceased, been diagnosed or treated before the age of 50 for coronary artery disease (for example, chest pain or heart attack), peripheral vascular disease (problematic circulation to the lower limbs) or stroke?|""
f552|Medical Questions - Spouse|Diagnosis|""
f553|Medical Questions - Spouse|Age at diagnosis|""
